graph-set-id,exonym,endonym,scriptsource,wikipedia,omniglot,endangeredalphabets,unicodeproposal
Mani-139,Manichaean ∞ manichéen,𐫀𐫁𐫂𐫃𐫄 ∞ Manichaean,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mani,https://en.wikipedia.org/wiki/Manichaean_script,https://www.omniglot.com/writing/manichaean.php,,https://www.unicode.org/L2/L2011/11123r-n4029r-manichaean.pdf
Gonm-313,Masaram Gondi,𑴤𑴫𑴦𑴱𑴤 𑴎𑴽𑵀𑴘𑴳 ∞ 𑴤𑴱𑴛𑴦𑴤,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Gonm,https://en.wikipedia.org/wiki/Gondi_writing#Masaram,https://omniglot.com/writing/masaramgondi.htm,,https://www.unicode.org/L2/L2015/15090r-masaram-gondi.pdf
Mtei-337,Meitei Mayek ∞ Meithei ∞ Meetei ∞ meitei mayek,ꯃꯤꯇꯩꯂꯣꯟ ∞ ꯃꯑꯏꯕ ∞ Kanglei ∞ Kok Sam Lai,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mtei,https://en.wikipedia.org/wiki/Meitei_script,https://omniglot.com/writing/meitei.htm,https://www.endangeredalphabets.net/alphabets/meitei-mayek/,https://www.unicode.org/L2/L2007/07005r2-n3206r2-meitei-mayek.pdf
Mend-438,Mende Kikakui ∞ mendé kikakui,𞠀𞠁𞠂 ∞ 𞡥𞠖𞢻𞠢,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mend,https://en.wikipedia.org/wiki/Mende_Kikakui_script,https://omniglot.com/writing/kikakui.htm,,https://www.unicode.org/L2/L2012/12023-n4167-mende.pdf
Merc-101,Meroitic Cursive ∞ cursif méroïtique,𐦂𐦝𐦤𐦿,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Merc,https://en.wikipedia.org/wiki/Meroitic_script,https://www.omniglot.com/writing/meroitic.htm,,https://www.unicode.org/L2/L2012/12206-n4276-meroitic.pdf
Modi-324,Modi ∞ Moḍī ∞ modî,𑘦𑘻𑘚𑘲 ∞ 𑘭𑘨𑘪𑘦,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Modi,https://en.wikipedia.org/wiki/Modi_script,https://www.omniglot.com/writing/modi.htm,,https://www.unicode.org/L2/L2011/11212r2-n4034-modi.pdf
Mymr-350,Mon-Burmese ∞ Myanmar ∞ Burmese ∞ birman,မွန်မြန်မာအက္ခရာ ∞ လတငသ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mymr,https://en.wikipedia.org/wiki/Burmese_numerals,https://www.omniglot.com/writing/burmese.htm,,https://www.unicode.org/L2/L2022/22046-myanmar-numerals.pdf
Mong-145,Mongolian ∞ mongol ∞ Galik ∞ Босоо дөрвөлжин,ᠮᠣᠩᠭᠣᠯ ᠪᠢᠴᠢᠭ ∞ ᠬᠦᠮᠨ ∞ Ali-gali üseg,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mong,https://en.wikipedia.org/wiki/Mongolian_script,https://omniglot.com/writing/mongolian.htm,,https://www.unicode.org/L2/L2017/17007-n4781-mongolian.pdf
Moon-218,Moon ∞ écriture Moon ∞ Moon alphabet ∞ Moon type ∞ Moon code,Moon,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Moon,https://en.wikipedia.org/wiki/Moon_type,https://www.omniglot.com/writing/moon.htm,,https://unicode.org/wg2/docs/n4128.pdf
Mroo-264,Mru ∞ Mro ∞ mro,𖩃𖩓𖩑 ∞ Krama,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mroo,https://en.wikipedia.org/wiki/Mru_script,https://www.omniglot.com/writing/mro.htm,,https://www.unicode.org/L2/L2009/09097r-n3589r-mro.pdf
Mult-323,Multani ∞ multanî,𑊠𑊣𑊖𑊚,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mult,https://en.wikipedia.org/wiki/Multani_script,https://www.omniglot.com/writing/multani.htm,,https://www.unicode.org/L2/L2012/12316-multani.pdf
Nkoo-165,N'Ko ∞ n'Ko,ߒߞߏ ∞ ߞߣߐߛ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Nkoo,https://en.wikipedia.org/wiki/N%27Ko_script,https://www.omniglot.com/writing/nko.htm,,https://www.unicode.org/L2/L2004/04172-n2765-nko.pdf
*Naas-999,Naasioi Otomaung,Naasioi Otomaung,,,https://www.omniglot.com/writing/otomaung.htm,https://www.endangeredalphabets.net/alphabets/naasioi-otomaung/,
Nbat-159,Nabataean ∞ nabatéen,𐢏𐢐𐢃𐢛,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Nbat,https://en.wikipedia.org/wiki/Nabataean_script,https://omniglot.com/writing/nabataean.htm,,https://www.unicode.org/L2/L2010/10473-n3969-nabataean.pdf
*Nagc-999,Nag Chiki,Nagchiki ∞ Kora Nagchik,,,https://www.omniglot.com/writing/nagchiki.htm,,
Nagm-295,Nag Mundari ∞ nag mundari,𞓧𞓟𞓨𞓜𞓕𞓣𞓚 𞓗𞓕𞓨𞓚 ∞ 𞓛𞓐𞓗𞓤𞓨 ∞ Mundari Bani,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Nagm,https://en.wikipedia.org/wiki/Mundari_Bani,https://omniglot.com/writing/mundaribani.htm,,https://www.unicode.org/L2/L2021/21031-mundari-bani.pdf
Nand-311,Nandanagari ∞ nandinâgarî ∞ Nandināgarī,𑧁𑧞𑦿𑧒𑧁𑧑𑦰𑧈𑧓 ∞ 𑧍𑧈𑧊𑧆,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Nand,https://en.wikipedia.org/wiki/Nandinagari,https://omniglot.com/writing/nandinagari.htm,,https://www.unicode.org/L2/L2017/17162-nandinagari.pdf
Talu-354,New Tai Lue ∞ nouveau taï-lue ∞ New Tai Lü ∞ Xishuangbanna Dai,ᦟᦲᧅᦷᦎᦺᦑᦟᦹᧉ ∞ ᦅᧄᦺᦑᦟᦹᧉ ∞ ᦝᧂᦑᦸ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Talu,https://en.wikipedia.org/wiki/New_Tai_Lue_alphabet,https://omniglot.com/writing/newtailue.htm,,https://www.unicode.org/L2/L2004/04147-n2748-new-tai-lue.pdf
Newa-333,Newari ∞ Newar ∞ Newa ∞ Nepāla lipi ∞ néwa,𑐥𑑂𑐬𑐔𑐮𑐶𑐟 ∞ 𑐳𑐎𑐮𑐩 ∞ 𑐥𑑂𑐬𑐔𑐮𑐶𑐟 𑐣𑐾𑐥𑐵𑐮,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Newa,https://en.wikipedia.org/wiki/Pracalit_script,https://omniglot.com/writing/newa.htm,,https://www.unicode.org/L2/L2014/14086-nepaalalipi.pdf
Hmnp-451,Nyiakeng Puachue Hmong ∞ nyiakeng puachue hmong,𞄀𞄩𞄰𞄁𞄓𞄱𞄂𞄤𞄳𞄬𞄃𞄤𞄳 ∞ 𞄀𞄁𞄂𞄃 ∞ Ntawv Txawjvaag,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hmnp,https://en.wikipedia.org/wiki/Nyiakeng_Puachue_Hmong,https://omniglot.com/writing/nyiakengpuachuehmong.htm,,https://www.unicode.org/L2/L2017/17002r3-n4780r3-nyiakeng-puachue-hmong.pdf
Olck-261,Ol Chiki ∞ ol tchiki ∞ Ol Cemet' ∞ Ol ∞ Santali,ᱚᱞ ᱪᱤᱠᱤ ∞ ᱡᱚᱛᱚᱞᱚᱠᱚ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Olck,https://en.wikipedia.org/wiki/Ol_Chiki_script,https://www.omniglot.com/writing/olchiki.htm,,https://www.unicode.org/L2/L2005/05243r-n2984-ol-chiki.pdf
Onao-296,Ol Onal ∞ ol onal,𞗘𞗪𞗢𞗑𞗜𞗥𞗰 ∞ Bhumij Lipi ∞ Bhumij Onal,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Onao,https://en.wikipedia.org/wiki/Ol_Onal,https://omniglot.com/writing/olonal.htm,,https://www.unicode.org/L2/L2022/22151r-ol-onal-script.pdf
Hung-176,Old Hungarian ∞ Hungarian Runic ∞ runes hongroises ∞ ancien hongrois,𐲥𐳋𐳓𐳉𐳗-𐲘𐳀𐳎𐳀𐳢 𐲢𐳛𐳮𐳀𐳤 ∞ Szekely-Hungarian Rovas ∞ 𐲪𐳪𐲢𐳢,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hung,https://en.wikipedia.org/wiki/Old_Hungarian_script,https://omniglot.com/writing/hungarian_runes.htm,,https://www.unicode.org/wg2/docs/n4268.pdf
Ital-210,Old Italic ∞ ancien italique ∞ Etruscan ∞ étrusque,𐌀𐌍𐌍𐌄𐌔𐌀𐌓 ∞ 𐌆𐌀𐌌𐌈 ∞ 𐌉𐌕𐌀𐌋𐌉𐌂 ∞ 𐌚𐌀𐌍𐌂𐌖𐌀𐌌 𐌏𐌔𐌊𐌀,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Ital,https://en.wikipedia.org/wiki/Etruscan_numerals,https://omniglot.com/writing/olditalic.htm,,https://www.unicode.org/L2/L2012/12386-old-italic.pdf
Narb-106,Old North Arabian ∞ Ancient North Arabian ∞ nord-arabique,𐪀𐪁𐪂𐪃𐪄 ∞ 𐪋𐪁𐪈𐪇,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Narb,https://en.wikipedia.org/wiki/Ancient_North_Arabian,https://www.omniglot.com/writing/northarabian.htm,,https://www.unicode.org/L2/L2010/10376-n3937-north-arabian.pdf
Perm-227,Old Permic ∞ ancien permien ∞ Old Permic Abur ∞ Permisch ∞ древнепермский,𐍐𐍝𐍑𐍣𐍠 ∞ Важ Перым ∞ 𐍒𐍟𐍦𐍘,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Perm,https://en.wikipedia.org/wiki/Old_Permic_script,https://www.omniglot.com/writing/oldpermic.htm,,https://www.unicode.org/L2/L2012/12137-n4263-permic.pdf
Xpeo-030,Old Persian ∞ cunéiforme persépolitain,𐎭𐎠𐎼𐎹𐎺𐎢𐏁 ∞ 𐎧𐏁𐎹𐎠,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Xpeo,https://en.wikipedia.org/wiki/Old_Persian_cuneiform,https://omniglot.com/writing/opcuneiform.htm,,https://www.unicode.org/L2/L2003/03149r-n2583r-old-persian.pdf
Sogo-142,Old Sogdian ∞ ancien sogdien ∞ Ancient Sogdian ∞ Kultobe,𐼀𐼈𐼂𐼀𐼋 ∞ 𐼋𐼌𐼂𐼘,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sogo,https://en.wikipedia.org/wiki/Sogdian_alphabet,https://omniglot.com/writing/sogdian.htm,,https://www.unicode.org/L2/L2016/16312r-old-sogdian.pdf
*Uygu-998,Old Uyghur ∞ ancien ouïgour ∞ Uyghur ∞ Uighur ∞ Uigur,𐽳𐽶𐽲𐽶𐽾 ∞ 𐾀𐽶𐾁𐽷,,,,,https://www.unicode.org/L2/L2013/13071-uyghur.pdf
Orya-327,Oriya ∞ oriyâ,ଓଡ଼ିଆ ଅକ୍ଷର ∞ ସବମନ ∞ Odia,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Orya,https://en.wikipedia.org/wiki/Odia_script,https://omniglot.com/writing/oriya.htm,,https://www.unicode.org/L2/L2007/07095r-n3235r-vedic.pdf
*Orom-998,Oromo (Sapalo) ∞ Bakri Sapalo,Saphalo ∞ Qubee ∞ Sheek Bakrii Saphaloo,,https://en.wikipedia.org/wiki/Bakri_Sapalo,https://www.omniglot.com/writing/sapalo.htm,https://www.endangeredalphabets.net/oromo/,https://www.unicode.org/L2/L2024/24109-sheek-bakrii-saphaloo.pdf
Osma-260,Osmanya ∞ osmanais,𐒋𐒘𐒈𐒑𐒛𐒒𐒕𐒖 ∞ 𐒛𐒆𐒖𐒒,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Osma,https://en.wikipedia.org/wiki/Osmanya_alphabet,https://www.omniglot.com/writing/osmanya.htm,,https://www.unicode.org/L2/L2001/01284-n2361r.pdf
*Ottq-998,Ottoman Siyaq,Siyakat,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,,,,https://www.unicode.org/L2/L2017/17348-ottoman-siyaq.pdf
*Sanc-998,Pabuchi-Sancha ∞ Sadamāī ∞ Siddhamāī,सांचा(साँचा) ∞ पाबुची लिपि ∞ सदमाई ∞ सिद्धमाई,,,,,https://www.unicode.org/L2/L2023/23222-pabuchi-script.pdf
Hmng-450,Pahawh Hmong ∞ pahawh hmong,𖬖𖬰𖬝𖬵 𖬄𖬶𖬟 𖬌𖬣𖬵 ∞ 𖬑𖬦𖬇𖬧 ∞ Pahawh Tsa ∞ Ntawv Pahawh ∞ Ntawv Keeb,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hmng,https://en.wikipedia.org/wiki/Pahawh_Hmong,https://omniglot.com/writing/pahawhhmong.htm,,https://www.unicode.org/L2/L2012/12013-n4175-pahawh-hmong.pdf
*Iben-998,Palaeohispanic North ∞ Northeastern Iberian ∞ Northern Palaeohispanic,Levantine Iberian ∞ Celtiberian,,https://en.wikipedia.org/wiki/Northeastern_Iberian_script,https://omniglot.com/writing/celtiberian.htm,,https://www.unicode.org/L2/L2022/22146-north-paleohispanic.pdf
Palm-126,Palmyrene ∞ palmyrénien,𐡪𐡫𐡡𐡴,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Palm,https://en.wikipedia.org/wiki/Palmyrene_alphabet,https://www.omniglot.com/writing/palmyrene.htm,,https://www.unicode.org/L2/L2010/10255r2-n3867.pdf
Mymr-350,Pao ∞ Pa'O ∞ Myanmar ∞ Burmese ∞ birman,Pa'O ∞ မွန်မြန်မာအက္ခရာ ∞ လတငသ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mymr,https://en.wikipedia.org/wiki/Burmese_numerals,https://www.omniglot.com/writing/burmese.htm,,https://www.unicode.org/L2/L2022/22046-myanmar-numerals.pdf
*Pchs-998,Pau Cin Hau,Pau Cin Hau,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa14,,,,https://www.unicode.org/L2/L2016/16014-paucinhau-syllabary.pdf
Runr-211,Pentadic ∞ runor,ᚱᚢᚾᛁᚲ ∞ Pentadic,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Runr,https://en.wikipedia.org/wiki/Pentadic_numerals,https://www.omniglot.com/writing/runic.htm,,
*Perq-998,Persian Siyaq ∞ Khatt-i siyaq,خط سیاق ∞ سیاق,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,,,,https://www.unicode.org/L2/L2021/21105-persian-siyaq.pdf
Phnx-115,Phoenician ∞ phénicien,𐤐𐤕 ∞ 𐤐𐤍𐤍𐤌 ∞ 𐤊𐤍𐤀𐤍𐤌,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Phnx,https://en.wikipedia.org/wiki/Phoenician_alphabet,https://www.omniglot.com/writing/phoenician.htm,,https://www.unicode.org/L2/L2004/04141r2-n2746r2-phoenician.pdf
Phlp-132,Psalter Pahlavi ∞ pehlevi des psautiers, ∞ Psalter Pahlavi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Phlp,https://en.wikipedia.org/wiki/Psalter_Pahlavi,https://omniglot.com/writing/mpersian.htm,,https://www.unicode.org/L2/L2011/11147-n4040-psalter-pahlavi.pdf
Ranj-303,Ranjana ∞ ranjana,Ranjana ∞ ranjana,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Ranj,https://en.wikipedia.org/wiki/Ranjana_script,https://www.omniglot.com/writing/ranjana.htm,,https://www.unicode.org/L2/L2023/23028-ranjana.pdf
Rjng-363,Rejang ∞ redjang ∞ Redjang ∞ Kaganga,ꥆꤰ꥓ꤼꤽ ꤽꥍꤺꥏ ∞ Surat Ulu ∞ angka bejagung,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Rjng,https://en.wikipedia.org/wiki/Rejang_alphabet,https://www.omniglot.com/language/numbers/rejang.htm,https://www.endangeredalphabets.net/rejang/,https://www.unicode.org/L2/L2018/18081-rejang-numbers.pdf
*Rumi-998,Rumi,Rumi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,,,,https://www.unicode.org/L2/L2006/06291-rumi-rev.pdf
Samr-123,Samaritan ∞ Samaritan Hebrew ∞ samaritain,ࠕࠍࠓࠏࠌ ∞ ࠊࠋࠁࠓ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Samr,https://en.wikipedia.org/wiki/Samaritan_script,https://omniglot.com/writing/samaritan.htm,,https://www.unicode.org/L2/L2008/08024-n3377-samaritan.pdf
Saur-344,Saurashtra ∞ saurachtra,ꢱꣃꢬꢵꢰ꣄ꢜ꣄ꢬ ∞ ꢓꢾꢥꢶ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Saur,https://en.wikipedia.org/wiki/Saurashtra_script,https://www.omniglot.com/writing/saurashtra.htm,,https://www.unicode.org/L2/L2005/05222r2-n2969r2-saurashtra.pdf
Mymr-350,Shan ∞ Myanmar ∞ Burmese ∞ birman ∞ Mon-Burmese,Shan ∞ မွန်မြန်မာအက္ခရာ ∞ လတငသ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mymr,https://en.wikipedia.org/wiki/Burmese_numerals,https://www.omniglot.com/writing/burmese.htm,,https://www.unicode.org/L2/L2022/22046-myanmar-numerals.pdf
Shrd-319,Sharada ∞ Śāradā ∞ charada ∞ shard ∞ Sarada,𑆯𑆳𑆫𑆢𑆳 ∞ 𑆱𑆫𑆮𑆩,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Shrd,https://en.wikipedia.org/wiki/Sharada_script,https://omniglot.com/writing/sharda.htm,,https://unicode.org/L2/L2009/09074r-n3595-sharada.pdf
Shui-530,Shuishu ∞ 水书,Shui,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Shui,https://en.wikipedia.org/wiki/Sui_script,https://www.omniglot.com/writing/sui.htm,,https://unicode.org/wg2/docs/n4956-Shuishu-repertoire.pdf
Sidd-302,Siddham ∞ siddham ∞ 梵字,𑖭𑖰𑖟𑖿𑖠𑖽 ∞ 𑖭𑖨𑖪𑖦 ∞ Siddhaṃ ∞ Siddhamātṛkā ∞ Bonji,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sidd,https://en.wikipedia.org/wiki/Siddha%E1%B9%83_script,https://www.omniglot.com/writing/siddham.htm,,https://www.unicode.org/L2/L2012/12234r-n4294-siddham.pdf
Sinh-348,Sinhala ∞ singhalais ∞ Siṃhāla,සිංහල ∞ සයලම,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sinh,https://en.wikipedia.org/wiki/Sinhala_script,https://omniglot.com/writing/sinhala.htm,,https://www.unicode.org/L2/L2010/10337-n3888-sinhala.pdf
Sinh-348,Sinhala ∞ singhalais ∞ Siṃhāla,සිංහල ∞ සයලම ∞ Sinhala Illakkam,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sinh,https://en.wikipedia.org/wiki/Sinhala_script,https://omniglot.com/writing/sinhala.htm,,https://www.unicode.org/L2/L2010/10337-n3888-sinhala.pdf
Sogd-141,Sogdian ∞ sogdien,𐼼𐼴𐼶𐼹𐼷𐼸 ∞ 𐼸𐽄𐼱𐽀,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sogd,https://en.wikipedia.org/wiki/Sogdian_alphabet,https://omniglot.com/writing/sogdian.htm,,https://www.unicode.org/L2/L2016/16371r2-sogdian.pdf
Sund-362,Sundanese ∞ sundanais ∞ Aksara Sunda Baku,ᮞᮥᮔ᮪ᮓ ∞ ᮞᮊᮙᮔ ∞ ᮃᮊ᮪ᮞᮛᮞᮥᮔ᮪ᮓ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sund,https://en.wikipedia.org/wiki/Sundanese_script,https://omniglot.com/writing/sundanesescript.htm,,https://www.unicode.org/L2/L2006/06002-n3022-sundanese.pdf
Sunu-274,Sunuwar ∞ sunuwar ∞ Jenticha ∞ Mukhiya script ∞ Jentich Sunuwar,Sunuwar ∞ Koĩts Lipi ∞ Koinch ∞ Kiranti Koinch,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sunu,https://en.wikipedia.org/wiki/Sunuwar_alphabet,https://www.omniglot.com/writing/sunuwar.htm,,https://www.unicode.org/L2/L2021/21157-sunuwar.pdf
Syrc-135,Syriac ∞ syriaque ∞ Garshuni (Karshoni),ܟܠܒܪ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Syrc,https://en.wikipedia.org/wiki/Syriac_alphabet,https://www.omniglot.com/writing/syriac.htm,,https://www.unicode.org/L2/L1998/98050-syriac-proposal.pdf
